Name,Postal,Median Household Income,Poverty Percent All Ages,State FIPS,County FIPS,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound
Franklin County,AR,"38,514",17.2,05,047,"2,324","3,794",13.1,21.3,"1,151",866,"1,436",26.6,20.0,33.2,750,562,938,23.9,17.9,29.9,"36,140","40,888"
Fulton County,AR,"30,191",18.9,05,049,"1,715","2,821",14.3,23.5,793,584,"1,002",31.2,23.0,39.4,549,405,693,29.5,21.7,37.3,"27,738","32,644"
Garland County,AR,"36,690",21.7,05,051,"18,055","22,949",19.1,24.3,"7,484","6,491","8,477",38.0,33.0,43.0,"4,706","3,958","5,454",33.4,28.1,38.7,"34,808","38,572"
Grant County,AR,"45,347",11.9,05,053,"1,621","2,595",9.1,14.7,787,594,980,18.5,14.0,23.0,533,402,664,16.9,12.7,21.1,"41,048","49,646"
Greene County,AR,"36,391",17.0,05,055,"5,643","8,473",13.6,20.4,"2,657","2,044","3,270",25.7,19.8,31.6,"1,747","1,337","2,157",23.3,17.8,28.8,"33,939","38,843"
Hempstead County,AR,"31,786",21.8,05,057,"3,749","5,973",16.8,26.8,"1,918","1,452","2,384",33.2,25.1,41.3,"1,281",961,"1,601",31.9,23.9,39.9,"28,801","34,771"
Hot Spring County,AR,"37,243",15.3,05,059,"3,527","6,029",11.3,19.3,"1,917","1,414","2,420",26.4,19.5,33.3,"1,323",980,"1,666",25.3,18.7,31.9,"34,127","40,359"
Howard County,AR,"32,543",21.0,05,061,"2,315","3,409",17.0,25.0,"1,089",844,"1,334",30.5,23.6,37.4,714,544,884,28.1,21.4,34.8,"29,722","35,364"
Independence County,AR,"35,888",18.2,05,063,"5,394","7,586",15.1,21.3,"2,342","1,889","2,795",27.2,21.9,32.5,"1,482","1,165","1,799",24.3,19.1,29.5,"33,325","38,451"
Izard County,AR,"29,883",18.6,05,065,"1,814","2,992",14.0,23.2,830,619,"1,041",32.2,24.0,40.4,563,418,708,29.2,21.7,36.7,"27,183","32,583"
Jackson County,AR,"30,405",25.8,05,067,"3,328","4,912",20.8,30.8,"1,315","1,024","1,606",35.9,28.0,43.8,886,688,"1,084",33.3,25.8,40.8,"27,530","33,280"
Jefferson County,AR,"35,092",22.7,05,069,"13,758","18,738",19.2,26.2,"6,151","5,032","7,270",34.1,27.9,40.3,"4,025","3,198","4,852",30.6,24.3,36.9,"32,439","37,745"
Johnson County,AR,"32,326",21.9,05,071,"4,574","6,364",18.3,25.5,"1,951","1,566","2,336",31.3,25.1,37.5,"1,187",920,"1,454",26.8,20.8,32.8,"29,479","35,173"
Lafayette County,AR,"29,084",23.2,05,073,"1,332","2,138",17.8,28.6,613,459,767,35.8,26.8,44.8,414,310,518,32.8,24.5,41.1,"26,360","31,808"
Lawrence County,AR,"32,869",22.4,05,075,"2,965","4,547",17.7,27.1,"1,372","1,067","1,677",35.2,27.4,43.0,939,730,"1,148",32.5,25.3,39.7,"30,194","35,544"
Lee County,AR,"25,944",37.5,05,077,"2,513","3,957",29.1,45.9,976,739,"1,213",46.1,34.9,57.3,652,493,811,43.2,32.7,53.7,"23,421","28,467"
Lincoln County,AR,"35,070",28.5,05,079,"2,376","3,688",22.3,34.7,884,682,"1,086",32.7,25.2,40.2,599,463,735,30.0,23.2,36.8,"31,879","38,261"
Little River County,AR,"37,260",17.8,05,081,"1,805","2,827",13.9,21.7,805,615,995,26.0,19.9,32.1,530,403,657,23.0,17.5,28.5,"34,717","39,803"
Logan County,AR,"36,015",17.1,05,083,"2,801","4,657",12.8,21.4,"1,475","1,093","1,857",28.2,20.9,35.5,"1,010",749,"1,271",25.9,19.2,32.6,"33,056","38,974"
Lonoke County,AR,"50,021",12.4,05,085,"6,888","9,942",10.1,14.7,"3,268","2,545","3,991",17.5,13.6,21.4,"2,154","1,666","2,642",15.6,12.1,19.1,"46,330","53,712"
Madison County,AR,"34,547",19.3,05,087,"2,336","3,680",15.0,23.6,"1,106",846,"1,366",29.7,22.7,36.7,736,558,914,26.9,20.4,33.4,"31,453","37,641"
Marion County,AR,"31,438",19.5,05,089,"2,485","3,929",15.1,23.9,"1,064",799,"1,329",36.4,27.3,45.5,722,540,904,33.6,25.1,42.1,"28,660","34,216"
Miller County,AR,"37,806",20.1,05,091,"6,924","9,984",16.5,23.7,"3,193","2,521","3,865",30.9,24.4,37.4,"2,079","1,593","2,565",28.8,22.1,35.5,"34,733","40,879"
Mississippi County,AR,"32,169",25.0,05,093,"9,508","13,190",20.9,29.1,"4,635","3,717","5,553",36.2,29.0,43.4,"3,142","2,494","3,790",33.9,26.9,40.9,"29,391","34,947"
Monroe County,AR,"28,637",26.6,05,095,"1,685","2,575",21.0,32.2,669,502,836,36.9,27.7,46.1,451,338,564,34.1,25.5,42.7,"25,920","31,354"
Montgomery County,AR,"32,032",22.2,05,097,"1,628","2,518",17.4,27.0,689,524,854,35.2,26.8,43.6,461,347,575,32.1,24.2,40.0,"28,950","35,114"
Nevada County,AR,"32,896",25.2,05,099,"1,786","2,652",20.3,30.1,806,639,973,38.4,30.4,46.4,532,418,646,35.6,28.0,43.2,"30,041","35,751"
Newton County,AR,"30,965",23.3,05,101,"1,506","2,334",18.3,28.3,637,480,794,37.1,28.0,46.2,439,331,547,34.2,25.8,42.6,"28,013","33,917"
Ouachita County,AR,"35,971",20.3,05,103,"3,984","6,440",15.5,25.1,"1,886","1,419","2,353",31.2,23.5,38.9,"1,258",942,"1,574",29.7,22.2,37.2,"32,788","39,154"
Perry County,AR,"39,054",16.8,05,105,"1,328","2,136",12.9,20.7,630,470,790,26.6,19.8,33.4,427,318,536,24.5,18.2,30.8,"35,547","42,561"
Phillips County,AR,"26,933",36.0,05,107,"6,444","8,950",30.1,41.9,"3,106","2,575","3,637",51.8,42.9,60.7,"2,165","1,814","2,516",50.0,41.9,58.1,"24,428","29,438"
Pike County,AR,"31,569",21.2,05,109,"1,874","2,816",16.9,25.5,880,679,"1,081",32.3,24.9,39.7,580,441,719,29.1,22.1,36.1,"28,985","34,153"
Poinsett County,AR,"32,130",27.1,05,111,"5,467","7,651",22.6,31.6,"2,287","1,812","2,762",39.0,30.9,47.1,"1,523","1,201","1,845",35.7,28.2,43.2,"29,485","34,775"
Polk County,AR,"29,938",22.8,05,113,"3,764","5,576",18.4,27.2,"1,743","1,365","2,121",36.0,28.2,43.8,"1,174",914,"1,434",32.8,25.5,40.1,"27,431","32,445"
Pope County,AR,"39,040",17.7,05,115,"8,309","12,405",14.2,21.2,"3,467","2,737","4,197",24.8,19.6,30.0,"2,163","1,664","2,662",21.9,16.8,27.0,"35,878","42,202"
Prairie County,AR,"36,898",18.3,05,117,"1,209","1,917",14.2,22.4,545,409,681,29.2,21.9,36.5,371,278,464,26.5,19.8,33.2,"33,615","40,181"
Pulaski County,AR,"44,733",17.1,05,119,"58,070","70,934",15.4,18.8,"22,937","19,873","26,001",25.3,21.9,28.7,"14,671","12,443","16,899",23.0,19.5,26.5,"42,826","46,640"
Randolph County,AR,"33,401",19.2,05,121,"2,601","4,159",14.8,23.6,"1,257",948,"1,566",31.4,23.7,39.1,860,648,"1,072",29.5,22.2,36.8,"30,469","36,333"
St. Francis County,AR,"29,825",32.7,05,123,"6,302","9,448",26.2,39.2,"3,065","2,445","3,685",47.0,37.5,56.5,"2,020","1,592","2,448",43.6,34.4,52.8,"27,130","32,520"
Saline County,AR,"53,430",9.6,05,125,"8,166","12,278",7.7,11.5,"3,736","2,847","4,625",14.5,11.1,17.9,"2,349","1,740","2,958",12.5,9.3,15.7,"50,417","56,443"
Scott County,AR,"29,633",22.5,05,127,"1,923","3,075",17.3,27.7,"1,020",768,"1,272",36.2,27.2,45.2,660,494,826,31.7,23.7,39.7,"26,814","32,452"
Searcy County,AR,"27,896",23.7,05,129,"1,439","2,395",17.8,29.6,691,511,871,42.0,31.1,52.9,483,357,609,39.4,29.1,49.7,"25,677","30,115"
Sebastian County,AR,"38,724",20.5,05,131,"22,412","28,412",18.1,22.9,"9,624","8,131","11,117",30.9,26.1,35.7,"6,055","5,006","7,104",27.4,22.7,32.1,"36,685","40,763"
Sevier County,AR,"35,279",23.5,05,133,"3,228","4,724",19.1,27.9,"1,589","1,236","1,942",31.8,24.7,38.9,997,750,"1,244",28.6,21.5,35.7,"32,706","37,852"
Sharp County,AR,"28,933",25.1,05,135,"3,548","4,992",20.9,29.3,"1,430","1,123","1,737",39.3,30.9,47.7,957,743,"1,171",35.3,27.4,43.2,"26,354","31,512"
Stone County,AR,"29,182",22.4,05,137,"2,167","3,321",17.7,27.1,944,720,"1,168",37.5,28.6,46.4,639,481,797,35.1,26.4,43.8,"26,602","31,762"
Union County,AR,"36,934",21.6,05,139,"7,415","10,339",18.0,25.2,"3,284","2,649","3,919",33.0,26.6,39.4,"2,131","1,677","2,585",29.7,23.4,36.0,"33,849","40,019"
Van Buren County,AR,"32,142",20.9,05,141,"2,855","4,239",16.8,25.0,"1,144",895,"1,393",33.2,26.0,40.4,752,580,924,29.4,22.7,36.1,"29,632","34,652"
Washington County,AR,"39,692",19.6,05,143,"34,857","41,999",17.8,21.4,"12,567","10,768","14,366",24.7,21.2,28.2,"7,899","6,650","9,148",22.3,18.8,25.8,"37,693","41,691"
White County,AR,"39,974",16.7,05,145,"10,222","14,502",13.8,19.6,"4,038","3,083","4,993",22.3,17.0,27.6,"2,725","2,062","3,388",20.9,15.8,26.0,"36,686","43,262"
Woodruff County,AR,"27,003",25.9,05,147,"1,455","2,231",20.5,31.3,708,565,851,43.4,34.6,52.2,462,360,564,38.3,29.8,46.8,"24,487","29,519"
Yell County,AR,"33,522",20.3,05,149,"3,555","5,315",16.3,24.3,"1,719","1,328","2,110",30.2,23.3,37.1,"1,154",888,"1,420",28.1,21.6,34.6,"30,621","36,423"
California,CA,"57,664",15.8,06,000,"5,732,381","5,837,691",15.7,15.9,"2,012,723","1,979,594","2,045,852",22.0,21.6,22.4,"1,382,859","1,353,694","1,412,024",20.8,20.4,21.2,"57,316","58,012"
Alameda County,CA,"66,937",13.5,06,001,"185,384","215,162",12.5,14.5,"57,722","51,479","63,965",17.2,15.3,19.1,"40,580","36,033","45,127",17.0,15.1,18.9,"65,510","68,364"
Alpine County,CA,"44,241",16.9,06,003,150,242,12.9,20.9,77,58,96,29.2,21.9,36.5,51,38,64,26.7,19.9,33.5,"39,968","48,514"
Amador County,CA,"49,516",12.8,06,005,"3,409","5,163",10.2,15.4,"1,039",794,"1,284",17.0,13.0,21.0,701,536,866,14.9,11.4,18.4,"45,821","53,211"
Butte County,CA,"41,168",20.1,06,007,"38,600","48,184",17.9,22.3,"11,339","9,308","13,370",25.1,20.6,29.6,"7,528","6,066","8,990",22.9,18.4,27.4,"39,227","43,109"
Calaveras County,CA,"50,745",11.1,06,009,"3,771","6,221",8.4,13.8,"1,573","1,185","1,961",18.3,13.8,22.8,"1,077",816,"1,338",16.3,12.4,20.2,"47,183","54,307"
Colusa County,CA,"44,981",14.9,06,011,"2,528","3,794",11.9,17.9,"1,453","1,147","1,759",22.9,18.1,27.7,955,741,"1,169",21.2,16.5,25.9,"41,129","48,833"
Contra Costa County,CA,"73,678",9.3,06,013,"88,059","107,029",8.4,10.2,"32,851","28,787","36,915",12.7,11.1,14.3,"21,460","18,412","24,508",11.2,9.6,12.8,"71,878","75,478"
Del Norte County,CA,"35,438",23.5,06,015,"4,671","6,977",18.9,28.1,"1,830","1,419","2,241",30.6,23.7,37.5,"1,191",906,"1,476",27.8,21.1,34.5,"32,385","38,491"
El Dorado County,CA,"65,201",9.4,06,017,"14,016","19,634",7.8,11.0,"4,717","3,706","5,728",11.6,9.1,14.1,"3,204","2,548","3,860",10.3,8.2,12.4,"61,764","68,638"
Fresno County,CA,"44,869",26.8,06,019,"233,305","257,355",25.5,28.1,"104,798","98,530","111,066",38.2,35.9,40.5,"70,841","66,000","75,682",36.2,33.7,38.7,"43,721","46,017"
Glenn County,CA,"40,859",17.6,06,021,"3,890","5,890",14.0,21.2,"1,992","1,530","2,454",25.6,19.7,31.5,"1,344","1,024","1,664",24.0,18.3,29.7,"37,106","44,612"
Humboldt County,CA,"38,254",18.0,06,023,"20,791","26,713",15.8,20.2,"5,820","4,572","7,068",22.0,17.3,26.7,"3,912","2,969","4,855",21.0,15.9,26.1,"36,328","40,180"
Imperial County,CA,"39,261",22.3,06,025,"31,844","41,488",19.4,25.2,"16,157","13,700","18,614",31.8,27.0,36.6,"11,318","9,569","13,067",30.4,25.7,35.1,"36,732","41,790"
Inyo County,CA,"44,507",13.9,06,027,"2,039","3,031",11.2,16.6,793,616,970,20.5,15.9,25.1,513,392,634,18.3,14.0,22.6,"40,479","48,535"
Kern County,CA,"45,045",21.4,06,029,"161,285","183,777",20.0,22.8,"76,107","70,266","81,948",30.3,28.0,32.6,"50,901","46,612","55,190",28.6,26.2,31.0,"43,214","46,876"
Kings County,CA,"44,020",22.5,06,031,"25,619","33,593",19.5,25.5,"12,484","10,854","14,114",29.7,25.8,33.6,"8,185","7,046","9,324",28.0,24.1,31.9,"41,087","46,953"
Lake County,CA,"35,914",21.0,06,033,"11,248","15,628",17.6,24.4,"3,969","3,164","4,774",29.8,23.8,35.8,"2,635","2,078","3,192",27.2,21.4,33.0,"33,083","38,745"
Lassen County,CA,"50,093",16.8,06,035,"3,191","5,205",12.8,20.8,"1,144",872,"1,416",18.7,14.2,23.2,766,585,947,17.0,13.0,21.0,"45,823","54,363"
Los Angeles County,CA,"52,595",17.6,06,037,"1,659,916","1,738,612",17.2,18.0,"578,160","558,330","597,990",24.5,23.7,25.3,"407,450","392,710","422,190",23.7,22.8,24.6,"51,980","53,210"
Madera County,CA,"43,596",21.7,06,039,"26,193","35,631",18.4,25.0,"13,394","11,127","15,661",31.7,26.3,37.1,"8,491","6,803","10,179",28.1,22.5,33.7,"40,117","47,075"
Marin County,CA,"82,383",9.2,06,041,"18,863","26,049",7.7,10.7,"5,609","4,543","6,675",10.9,8.8,13.0,"3,750","3,032","4,468",9.9,8.0,11.8,"77,154","87,612"
Mariposa County,CA,"42,222",14.8,06,043,"2,124","3,206",11.8,17.8,718,556,880,22.3,17.3,27.3,495,382,608,20.3,15.7,24.9,"38,197","46,247"
Mendocino County,CA,"40,339",19.6,06,045,"14,148","19,804",16.3,22.9,"5,402","4,272","6,532",28.6,22.6,34.6,"3,561","2,766","4,356",26.2,20.3,32.1,"37,295","43,383"
Merced County,CA,"41,730",23.1,06,047,"52,399","64,025",20.8,25.4,"25,055","22,143","27,967",31.4,27.8,35.0,"16,834","14,735","18,933",29.2,25.6,32.8,"39,386","44,074"
Modoc County,CA,"34,579",21.9,06,049,"1,677","2,445",17.8,26.0,664,530,798,32.5,26.0,39.0,434,339,529,29.1,22.7,35.5,"31,296","37,862"
Mono County,CA,"52,768",10.8,06,051,"1,172","1,888",8.3,13.3,448,341,555,15.0,11.4,18.6,302,230,374,14.6,11.1,18.1,"47,652","57,884"
Monterey County,CA,"53,735",17.1,06,053,"61,113","74,949",15.4,18.8,"28,298","24,923","31,673",25.9,22.8,29.0,"19,230","16,769","21,691",25.0,21.8,28.2,"51,457","56,013"
Napa County,CA,"62,893",10.7,06,055,"11,771","16,607",8.9,12.5,"4,563","3,612","5,514",14.7,11.6,17.8,"3,037","2,382","3,692",13.3,10.4,16.2,"59,417","66,369"
Nevada County,CA,"54,154",11.7,06,057,"9,671","13,241",9.9,13.5,"3,235","2,590","3,880",17.3,13.8,20.8,"2,197","1,742","2,652",15.4,12.2,18.6,"51,429","56,879"
Orange County,CA,"70,727",12.2,06,059,"346,057","381,791",11.6,12.8,"118,904","109,884","127,924",16.4,15.2,17.6,"83,620","77,101","90,139",15.7,14.5,16.9,"69,836","71,618"
Placer County,CA,"68,330",9.1,06,061,"28,294","34,684",8.2,10.0,"9,054","7,570","10,538",10.7,8.9,12.5,"6,389","5,371","7,407",10.1,8.5,11.7,"65,078","71,582"
Plumas County,CA,"41,421",15.3,06,063,"2,491","3,533",12.6,18.0,783,607,959,22.3,17.3,27.3,530,410,650,20.2,15.6,24.8,"37,845","44,997"
Riverside County,CA,"53,981",16.4,06,065,"335,070","374,466",15.5,17.3,"143,511","134,246","152,776",23.4,21.9,24.9,"99,016","91,935","106,097",22.0,20.4,23.6,"52,783","55,179"
Sacramento County,CA,"52,655",16.7,06,067,"219,377","249,563",15.6,17.8,"84,466","77,191","91,741",23.6,21.6,25.6,"57,656","52,222","63,090",22.4,20.3,24.5,"51,447","53,863"
San Benito County,CA,"58,194",12.7,06,069,"5,584","8,436",10.1,15.3,"2,777","2,140","3,414",17.4,13.4,21.4,"1,941","1,510","2,372",16.4,12.8,20.0,"53,766","62,622"
San Bernardino County,CA,"52,270",18.1,06,071,"340,983","383,215",17.0,19.2,"144,956","133,394","156,518",24.7,22.7,26.7,"98,047","89,253","106,841",22.9,20.8,25.0,"51,080","53,460"
San Diego County,CA,"59,759",14.8,06,073,"425,483","465,629",14.1,15.5,"136,770","127,245","146,295",19.1,17.8,20.4,"94,299","86,977","101,621",18.4,17.0,19.8,"58,702","60,816"
San Francisco County,CA,"70,883",12.8,06,075,"92,005","109,815",11.7,13.9,"15,392","12,177","18,607",14.7,11.6,17.8,"10,434","8,191","12,677",14.9,11.7,18.1,"68,656","73,110"
San Joaquin County,CA,"49,742",19.0,06,077,"118,045","138,617",17.5,20.5,"51,509","46,332","56,686",26.0,23.4,28.6,"35,230","31,756","38,704",24.5,22.1,26.9,"48,311","51,173"
San Luis Obispo County,CA,"53,620",14.3,06,079,"31,943","40,415",12.6,16.0,"7,527","5,889","9,165",15.1,11.8,18.4,"5,228","4,105","6,351",14.3,11.2,17.4,"51,207","56,033"
San Mateo County,CA,"82,413",7.0,06,081,"43,732","56,084",6.1,7.9,"13,301","10,648","15,954",8.5,6.8,10.2,"8,510","6,606","10,414",7.7,6.0,9.4,"80,272","84,554"
Santa Barbara County,CA,"56,243",17.7,06,083,"65,900","78,324",16.2,19.2,"20,762","17,554","23,970",21.7,18.3,25.1,"13,360","10,964","15,756",19.5,16.0,23.0,"54,087","58,399"
Santa Clara County,CA,"84,627",10.6,06,085,"173,255","198,847",9.9,11.3,"56,661","51,333","61,989",13.3,12.0,14.6,"38,002","34,115","41,889",12.6,11.3,13.9,"82,907","86,347"
Santa Cruz County,CA,"60,247",14.2,06,087,"31,191","41,157",12.2,16.2,"10,308","8,373","12,243",19.0,15.4,22.6,"7,112","5,738","8,486",18.1,14.6,21.6,"57,765","62,729"
Shasta County,CA,"41,058",18.2,06,089,"27,659","35,873",15.8,20.6,"9,769","8,091","11,447",25.4,21.0,29.8,"6,522","5,334","7,710",23.1,18.9,27.3,"39,380","42,736"
Sierra County,CA,"42,800",13.4,06,091,331,523,10.4,16.4,103,80,126,18.9,14.7,23.1,72,56,88,18.0,14.1,21.9,"38,657","46,943"
Siskiyou County,CA,"36,001",21.5,06,093,"8,231","10,885",18.5,24.5,"2,795","2,243","3,347",30.7,24.6,36.8,"1,845","1,475","2,215",27.8,22.2,33.4,"33,099","38,903"
Solano County,CA,"62,948",12.2,06,095,"43,660","54,658",10.8,13.6,"17,893","15,515","20,271",17.9,15.5,20.3,"10,740","8,947","12,533",14.7,12.3,17.1,"60,252","65,644"
Sonoma County,CA,"58,703",12.8,06,097,"55,013","66,805",11.6,14.0,"15,489","13,061","17,917",14.8,12.5,17.1,"10,026","8,301","11,751",13.1,10.8,15.4,"55,842","61,564"
Stanislaus County,CA,"47,442",19.7,06,099,"92,839","108,269",18.2,21.2,"40,861","37,291","44,431",28.2,25.7,30.7,"28,151","25,550","30,752",26.8,24.3,29.3,"45,201","49,683"
Sutter County,CA,"46,188",16.8,06,101,"13,298","18,262",14.1,19.5,"6,056","4,920","7,192",23.5,19.1,27.9,"4,072","3,262","4,882",21.8,17.5,26.1,"43,545","48,831"
Tehama County,CA,"38,188",20.4,06,103,"10,710","14,910",17.1,23.7,"4,916","4,020","5,812",31.1,25.4,36.8,"3,384","2,788","3,980",29.7,24.5,34.9,"35,045","41,331"
Trinity County,CA,"35,207",18.4,06,105,"1,893","3,095",14.0,22.8,766,578,954,31.3,23.6,39.0,530,401,659,29.2,22.1,36.3,"32,258","38,156"
Tulare County,CA,"42,377",24.6,06,107,"99,388","116,898",22.6,26.6,"47,902","43,274","52,530",33.6,30.4,36.8,"32,699","29,400","35,998",32.2,29.0,35.4,"40,509","44,245"
Tuolumne County,CA,"44,751",15.2,06,109,"6,194","9,246",12.2,18.2,"2,011","1,549","2,473",21.5,16.6,26.4,"1,323","1,009","1,637",18.8,14.3,23.3,"41,679","47,823"
Ventura County,CA,"71,418",11.0,06,111,"79,372","100,388",9.7,12.3,"31,691","26,892","36,490",15.3,13.0,17.6,"21,692","18,438","24,946",14.2,12.1,16.3,"69,917","72,919"
Yolo County,CA,"54,433",16.4,06,113,"27,497","36,387",14.1,18.7,"8,530","7,193","9,867",18.9,15.9,21.9,"5,666","4,717","6,615",17.4,14.5,20.3,"51,139","57,727"
Yuba County,CA,"41,045",20.7,06,115,"12,230","17,186",17.2,24.2,"5,847","4,633","7,061",28.2,22.3,34.1,"3,820","2,953","4,687",26.4,20.4,32.4,"37,598","44,492"
Colorado,CO,"54,411",13.2,08,000,"636,277","667,211",12.9,13.5,"207,165","198,566","215,764",17.1,16.4,17.8,"131,486","124,025","138,947",15.1,14.2,16.0,"53,726","55,096"
Adams County,CO,"52,785",13.0,08,001,"50,541","63,861",11.5,14.5,"21,796","18,363","25,229",17.5,14.8,20.2,"13,932","11,503","16,361",16.0,13.2,18.8,"51,071","54,499"
Alamosa County,CO,"36,339",21.0,08,003,"2,428","3,778",16.4,25.6,"1,111",832,"1,390",29.0,21.7,36.3,763,573,953,29.1,21.8,36.4,"33,086","39,592"
Arapahoe County,CO,"58,152",11.4,08,005,"60,359","69,987",10.6,12.2,"21,908","19,352","24,464",15.0,13.2,16.8,"14,209","12,312","16,106",13.5,11.7,15.3,"56,315","59,989"
Archuleta County,CO,"46,165",13.1,08,007,"1,190","1,940",10.0,16.2,547,407,687,23.1,17.2,29.0,385,286,484,21.8,16.2,27.4,"42,106","50,224"
Baca County,CO,"33,086",17.3,08,009,498,784,13.4,21.2,209,156,262,26.2,19.5,32.9,141,105,177,23.8,17.7,29.9,"30,075","36,097"
Bent County,CO,"33,702",30.9,08,011,"1,027","1,671",23.5,38.3,349,259,439,32.1,23.8,40.4,240,178,302,30.0,22.2,37.8,"30,631","36,773"
Boulder County,CO,"62,215",13.6,08,013,"35,478","42,716",12.3,14.9,"8,626","7,262","9,990",13.8,11.6,16.0,"5,567","4,592","6,542",12.2,10.1,14.3,"60,193","64,237"
Broomfield County,CO,"76,006",6.0,08,014,"2,707","3,939",4.9,7.1,994,738,"1,250",6.8,5.0,8.6,664,493,835,6.3,4.7,7.9,"69,899","82,113"
Chaffee County,CO,"42,420",12.9,08,015,"1,628","2,612",9.9,15.9,564,426,702,19.2,14.5,23.9,383,287,479,17.7,13.3,22.1,"38,851","45,989"
Cheyenne County,CO,"44,464",12.1,08,017,163,269,9.1,15.1,85,63,107,20.0,15.0,25.0,59,44,74,19.9,14.8,25.0,"40,175","48,753"
Clear Creek County,CO,"64,822",8.6,08,019,603,945,6.7,10.5,197,147,247,12.6,9.4,15.8,130,97,163,11.6,8.7,14.5,"59,326","70,318"
Conejos County,CO,"32,254",21.3,08,021,"1,357","2,153",16.5,26.1,659,498,820,28.3,21.4,35.2,429,319,539,25.8,19.2,32.4,"29,231","35,277"
Costilla County,CO,"27,305",25.7,08,023,692,"1,122",19.6,31.8,271,204,338,37.1,27.9,46.3,187,140,234,34.4,25.8,43.0,"24,653","29,957"
Crowley County,CO,"34,569",34.7,08,025,784,"1,390",25.0,44.4,273,202,344,35.7,26.5,44.9,186,138,234,32.0,23.7,40.3,"31,779","37,359"
Custer County,CO,"42,951",15.0,08,027,473,759,11.5,18.5,201,151,251,27.8,20.9,34.7,142,107,177,24.5,18.4,30.6,"38,918","46,984"
Delta County,CO,"40,288",15.7,08,029,"3,863","5,627",12.8,18.6,"1,531","1,212","1,850",22.8,18.1,27.5,"1,074",864,"1,284",21.7,17.5,25.9,"36,589","43,987"
Denver County,CO,"45,415",21.3,08,031,"118,537","132,907",20.1,22.5,"39,338","35,856","42,820",30.8,28.1,33.5,"22,978","20,256","25,700",27.3,24.1,30.5,"44,082","46,748"
Dolores County,CO,"40,511",12.9,08,033,206,326,10.0,15.8,65,49,81,14.7,11.0,18.4,45,34,56,14.4,10.8,18.0,"36,601","44,421"
Douglas County,CO,"97,806",3.5,08,035,"8,125","11,845",2.8,4.2,"3,296","2,497","4,095",3.8,2.9,4.7,"2,164","1,639","2,689",3.3,2.5,4.1,"94,043","101,569"
Eagle County,CO,"69,182",8.5,08,037,"3,442","5,366",6.6,10.4,"1,516","1,140","1,892",12.0,9.0,15.0,987,741,"1,233",11.3,8.5,14.1,"63,852","74,512"
Elbert County,CO,"78,550",6.5,08,039,"1,139","1,841",5.0,8.0,563,422,704,9.8,7.4,12.2,369,275,463,8.0,6.0,10.0,"71,661","85,439"
El Paso County,CO,"51,553",13.4,08,041,"75,494","87,520",12.4,14.4,"29,351","26,411","32,291",18.2,16.4,20.0,"18,385","16,205","20,565",15.9,14.0,17.8,"50,711","52,395"
Fremont County,CO,"40,543",16.7,08,043,"4,960","7,728",13.1,20.3,"1,850","1,429","2,271",23.2,17.9,28.5,"1,194",902,"1,486",20.4,15.4,25.4,"37,391","43,695"
Garfield County,CO,"60,456",9.6,08,045,"4,160","6,452",7.5,11.7,"2,026","1,534","2,518",13.6,10.3,16.9,"1,321",993,"1,649",12.7,9.5,15.9,"55,569","65,343"
Gilpin County,CO,"63,024",7.5,08,047,314,498,5.8,9.2,100,76,124,10.5,7.9,13.1,52,39,65,7.8,5.8,9.8,"57,061","68,987"
Grand County,CO,"55,818",8.3,08,049,922,"1,512",6.3,10.3,373,277,469,12.6,9.4,15.8,263,196,330,12.3,9.2,15.4,"51,071","60,565"
Gunnison County,CO,"47,698",14.5,08,051,"1,698","2,514",11.7,17.3,421,316,526,15.3,11.5,19.1,271,203,339,13.7,10.2,17.2,"43,453","51,943"
Hinsdale County,CO,"48,195",9.4,08,053,59,97,7.1,11.7,25,19,31,16.8,12.5,21.1,17,13,21,17.2,12.7,21.7,"43,529","52,861"
Huerfano County,CO,"31,696",22.7,08,055,"1,155","1,795",17.8,27.6,431,327,535,36.6,27.8,45.4,281,211,351,31.3,23.5,39.1,"28,779","34,613"
Jackson County,CO,"43,691",15.1,08,057,160,260,11.5,18.7,71,53,89,27.4,20.5,34.3,49,36,62,24.6,18.3,30.9,"39,795","47,587"
Jefferson County,CO,"64,181",8.8,08,059,"42,229","50,903",8.0,9.6,"13,392","11,437","15,347",11.4,9.7,13.1,"9,065","7,716","10,414",10.4,8.9,11.9,"61,730","66,632"
Kiowa County,CO,"37,600",13.0,08,061,138,222,10.0,16.0,57,43,71,18.5,13.9,23.1,38,29,47,15.8,11.9,19.7,"33,988","41,212"
Kit Carson County,CO,"39,498",14.0,08,063,760,"1,256",10.6,17.4,358,267,449,19.6,14.6,24.6,247,184,310,19.3,14.4,24.2,"35,830","43,166"
Lake County,CO,"43,565",14.4,08,065,800,"1,268",11.1,17.7,381,285,477,21.4,16.0,26.8,255,190,320,20.8,15.5,26.1,"39,406","47,724"
